;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);
Team Average;9487;81;1245;496;446;2239;7,49;19,76;148,79;179,33;152,86;0;230,34;01:57:25;1,62;1,91;5,25;4,69;23,3;12,83;37;27,8;104,2;128,5;10,2;128,5;761,2;37,59;0;
COTALI;10066;86;1286;480;438;2293;7,88;18,76;166,09;179,56;139,01;0;231,07;01:57:25;1,38;1,78;4,76;4,35;22,78;12,77;33;29;103;123;13;123;740,38;36,57;0;
DAMETTO;8640;74;877;459;394;1763;6,79;19,24;100,42;166,76;124,41;0;169,44;01:57:25;1,44;1,93;5,31;4,55;20,41;10,15;35;23;96;129;5;129;586,17;34,42;0;
FEOLA;10970;93;1505;597;559;2837;8,72;20,56;185,13;197,57;179,35;0;261,67;01:57:25;1,63;1,8;5,44;5,1;25,86;13,72;35;23;124;139;12;139;946,51;40,69;0;
GERONI;8109;69;576;399;350;1673;6,34;18,69;0;147,85;118;0;113,91;01:57:25;1,46;1,82;4,92;4,31;20,63;7,11;30;18;73;111;0;111;483,11;34,44;0;
IOTTI;9166;78;873;540;435;1829;7,27;20,4;100,99;198,72;143,77;0;198,88;01:57:25;1,57;2,17;5,89;4,75;19,95;9,53;34;27;103;127;8;127;495,16;34,19;0;
KOUKO;7751;66;1150;487;430;1899;6,27;22,77;112,28;198,79;172;0;269,3;01:57:25;2,22;2,56;6,28;5,55;24,5;14,84;52;47;144;137;8;137;760,4;40,82;0;
PINNA S.;10607;90;1944;553;510;2974;8,41;20,27;316,25;199,75;177,4;0;311,48;01:57:25;1,67;1,88;5,21;4,8;28,03;18,33;46;42;119;150;23;150;989,5;42,92;0;
PIREDDA;10075;86;1509;486;482;2627;7,95;19,75;74,32;177,35;174,56;0;183,21;01:57:25;1,73;1,76;4,82;4,79;26,08;14,98;51;21;91;157;8;157;1006,53;40,12;0;
PISANO;8462;72;769;393;322;1455;6,52;16,94;206,34;142,6;120,6;0;227,74;01:57:25;1,43;1,69;4,64;3,81;17,2;9,08;19;18;75;73;12;73;362,05;29,34;0;
RAGATZU;11022;94;1955;571;541;3040;8,73;20,22;226,11;184,32;179,53;0;336,73;01:57:25;1,63;1,67;5,18;4,91;27,58;17,74;35;30;114;139;13;139;1242,18;42,39;0;
