;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);
Team Average;1628;77;188;117;102;367;7,44;24,56;21,95;43,82;36,59;0;45,23;00:21:04;2,27;2,71;7,24;6,28;22,34;11,3;11;9,86;37,71;40,29;0,64;40,29;111,65;38;0;
DEMARCUS ;1545;76;126;144;126;378;7,68;30,45;18,51;57,55;49,85;0;40,08;00:20:19;3,23;3,72;9,32;8,13;24,49;8,17;17;13;49;51;1;51;85,75;42,33;0;
DORATIOTTO ;1670;82;163;130;108;365;7,96;25,06;20,56;48,78;31,9;0;45,32;00:20:19;1,91;2,92;7,76;6,49;21,88;9,78;12;11;42;43;1;43;105,79;38,75;0;
IOTTI;1402;65;80;88;77;211;6,15;21,83;10,34;31,53;27,01;0;20,65;00:21:29;1,93;2,25;6,24;5,51;15,04;5,7;8;7;23;38;0;38;48,33;27,7;0;
LA ROSA ;1627;76;60;86;76;249;6,95;18,55;0;32,79;22,78;0;14,02;00:21:29;1,4;2,02;5,3;4,67;15,3;3,71;5;7;33;28;0;28;49,48;27,11;0;
LELLA ;1590;75;245;127;121;419;7,46;28,56;63,24;43,48;50,81;0;70,6;00:21:11;3,2;2,74;7,99;7,58;26,37;15,4;18;14;49;47;1;47;117,62;43,09;0;
MARTINIELLO;1231;57;68;101;77;210;5,56;25,42;9,85;38,18;27,78;0;28,18;00:21:29;2,26;3,1;8,18;6,29;17,07;5,5;7;7;31;32;0;32;47,04;32,3;0;
MASTINO;1604;75;241;142;122;442;7,41;28,24;27,32;52,01;45,44;0;66,39;00:21:29;2,83;3,24;8,83;7,62;27,56;15,05;16;10;44;49;1;49;101,39;45,39;0;
MURONI;1793;85;188;123;99;403;8,07;23,29;0;45,35;30,12;0;35,33;00:21:11;1,68;2,53;6,86;5,5;22,46;10,46;6;14;44;36;0;36;159,1;39,22;0;
OGUNSEYE;1537;76;116;122;93;321;7,31;24,88;0;43,99;37,03;0;35,21;00:20:19;2,41;2,86;7,93;6,07;20,9;7,52;12;11;41;46;0;46;92,34;37,09;0;
PENNINGTON;1881;89;213;110;110;458;8,43;22,71;0;43,61;35,11;0;38,12;00:21:11;1,87;2,32;5,84;5,87;24,35;11,31;8;10;37;44;0;44;154,4;40,22;0;
PISANO;1697;84;320;114;91;409;7,94;22,79;73,93;46,52;34,96;0;66,43;00:20:19;2,06;2,74;6,7;5,35;24,12;18,83;9;12;31;33;3;33;154,62;39,13;0;
PITZALIS;1958;92;302;108;91;468;8,51;18,98;16,48;35,71;29,53;0;47,06;00:21:11;1,51;1,82;5,53;4,66;23,9;15,44;8;8;33;27;0;27;163,79;38,13;0;
VALLOCCHIA;1494;70;251;104;101;375;6,81;26,64;19,98;38,51;45,73;0;52,85;00:21:29;3,06;2,58;6,96;6,77;25,11;16,82;16;4;30;39;1;39;150,32;40,71;0;
VERDE;1769;82;257;143;133;433;8,07;26,7;47,1;55,47;44,15;0;72,93;00:21:29;2,5;3,14;8,07;7,5;24,46;14,55;12;10;41;51;1;51;133,18;41,23;0;
