;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);
Team Average;1249;80;70;88;76;247;7,69;24,17;0;34,19;23,6;0;17,36;00:15:36;1,9;2,76;7,05;6,05;19,8;5,53;8;8,67;38,33;33,33;0;33,33;58,64;36,04;0;
CALAMAI;1336;86;69;96;83;256;8,25;24,42;0;39,37;20,91;0;24,33;00:15:36;1,57;2,95;7,15;6,18;19,15;5,13;8;7;31;28;0;28;62,64;36,04;0;
MURONI;1138;73;46;90;70;230;7,11;25,96;0;40,62;24,03;0;16,15;00:15:36;2,11;3,57;7,95;6,19;20,22;4;9;13;53;41;0;41;43,2;38,08;0;
PENNINGTON;1273;82;95;77;74;255;7,71;22,13;0;22,57;25,85;0;11,6;00:15:36;2,03;1,77;6,04;5,77;20,02;7,45;7;6;31;31;0;31;70,08;34,01;0;
