;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);
Team Average;53;359;46;7;8;40;39,68;42,66;34,06;3,77;3,39;0;16,5;00:00:08;6,36;7,08;13,92;15,89;74,72;85,43;1;1;2;2;1;2;4,62;88,73;0;
MASTINO;53;359;46;7;8;40;39,68;42,66;34,06;3,77;3,39;0;16,5;00:00:08;6,36;7,08;13,92;15,89;74,72;85,43;1;1;2;2;1;2;4,62;88,73;0;
