;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);
Team Average;623;60;23;38;24;46;5,34;14,36;0,43;11,3;5,64;0;1,89;00:10:19;0,91;1,82;6,1;3,87;7,31;3,67;0,12;0,69;5,94;5,88;0;5,88;13,57;12,76;0;
BIANCU;631;61;20;32;21;43;5,33;12,62;0;5,75;2,61;0;0,7;00:10:19;0,41;0,91;5,03;3,32;6,83;3,22;0;0;4;3;0;3;20,3;11,54;0;
DALLA BERNARDINA ;638;62;34;40;25;57;5,42;13,4;6,84;8,8;2,66;0;4,67;00:10:19;0,42;1,38;6,29;3,93;8,93;5,26;0;1;4;3;0;3;7,64;14,97;0;
DEMARCUS ;641;62;27;33;18;51;5,41;12,72;0;8,18;2,31;0;3,92;00:10:19;0,36;1,28;5,16;2,83;8,03;4,19;0;0;7;2;0;2;7,95;13,95;0;
DORATIOTTO ;626;61;29;41;26;45;5,39;14,95;0;14,57;8,08;0;2,61;00:10:19;1,29;2,33;6,59;4,17;7,19;4,69;0;0;7;2;0;2;11,56;11,64;0;
LA ROSA ;632;61;19;41;24;45;5,47;15,61;0;13,53;8,53;0;0,4;00:10:19;1,35;2,14;6,47;3,82;7,1;3,06;0;1;7;9;0;9;19,35;12,83;0;
LELLA ;651;63;25;43;30;60;5,7;16,94;0;16,54;9,18;0;2,39;00:10:19;1,41;2,54;6,66;4,55;9,15;3,84;1;2;9;11;0;11;21,59;16,57;0;
MANCA;637;62;24;39;21;53;5,45;14,04;0;11,98;5,45;0;0,7;00:10:19;0,86;1,88;6,13;3,35;8,26;3,81;0;1;6;1;0;1;14,61;14,39;0;
MASTINO;623;60;23;33;21;42;5,27;12,84;0;9,06;6;0;0,45;00:10:19;0,96;1,45;5,26;3,36;6,66;3,68;0;0;6;4;0;4;13,74;10,66;0;
MURONI;590;57;28;34;19;44;4,98;12,62;0;7,83;3,3;0;2;00:10:19;0,56;1,33;5,84;3,29;7,38;4,72;0;2;6;4;0;4;14,25;12,35;0;
OGUNSEYE;595;58;27;41;28;51;5,16;15,78;0;12,55;5,31;0;5,71;00:10:19;0,89;2,11;6,95;4,7;8,48;4,57;0;2;7;11;0;11;9,11;14,98;0;
PARIGI;639;62;27;42;31;57;5,57;16,42;0;12,3;5,65;0;3;00:10:19;0,89;1,93;6,57;4,82;8,87;4,18;0;1;7;7;0;7;12,03;15,51;0;
PENNINGTON;646;62;19;34;21;39;5,45;12,58;0;8,95;3,16;0;1,5;00:10:19;0,49;1,39;5,23;3,22;6,01;3,01;0;0;2;6;0;6;15,49;10,59;0;
PISANO;533;52;0;31;22;14;4,54;13,62;0;9,01;5,66;0;0;00:10:19;1,06;1,69;5,87;4,08;2,54;0;0;0;4;6;0;6;0;4,96;0;
PITZALIS;656;64;27;46;30;53;5,72;16,35;0;16,91;8,02;0;1,8;00:10:19;1,22;2,58;6,99;4,62;8,01;4,09;1;1;10;13;0;13;12,46;14,37;0;
VALLOCCHIA;586;57;16;43;27;35;5,12;16,52;0;17,55;9,97;0;0;00:10:19;1,7;2,99;7,3;4,53;6,02;2,8;0;0;5;9;0;9;16,38;12,19;0;
ZUGARO;644;62;24;34;22;48;5,44;12,78;0;7,23;4,3;0;0,32;00:10:19;0,67;1,12;5,22;3,37;7,43;3,67;0;0;4;3;0;3;20,73;12,72;0;
