;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);
Team Average;2747;115;429;115;118;678;10,11;13,3;72,8;30,32;40,18;33,26;67,55;00:23:49;1,44;1,1;4,19;4,27;24,33;15,36;8,37;3,05;23,95;30,11;2;30,11;232,19;37,89;0;
ALTARE ;2716;109;482;141;129;666;9,66;15,09;142,48;38,48;44,72;35,37;99,84;00:25:01;1,65;1,42;5,21;4,75;24,5;17,73;10;7;35;42;3;42;220,48;38,62;0;
BIANCU;2872;115;428;130;123;674;10,06;13,35;36,4;35,36;41,6;32,3;56,16;00:25:01;1,45;1,23;4,53;4,27;23,46;14,92;5;1;28;29;0;29;220,48;37,09;0;
CANDELA;3129;125;554;148;159;856;11,26;16,45;88,4;43,68;67,6;32,1;91,52;00:25:01;2,16;1,4;4,72;5,08;27,35;17,71;18;6;22;37;3;37;258,96;42,01;0;
DALLA BERNARDINA ;2408;96;286;110;101;464;8,39;12,85;108,16;31,2;24,96;41,15;81,12;00:25:01;1,04;1,3;4,58;4,19;19,27;11,88;3;4;25;26;3;26;127,92;32,54;0;
DEMARCUS ;3347;134;705;139;174;1071;11,99;15,97;53,04;35,36;62,4;28,37;67,6;00:25:01;1,86;1,06;4,16;5,19;32,01;21,07;17;6;25;47;1;47;442;46,67;0;
GIANDONATO;2508;100;133;84;78;408;8,54;10,03;3,12;19,76;21,84;35,48;23,92;00:24:59;0,87;0,79;3,36;3,11;16,25;5,31;2;2;20;17;0;17;105,04;28,12;0;
GOZZI;2634;105;262;84;82;529;8,94;9,53;24,96;19,76;17,68;37,48;34,32;00:25:01;0,67;0,75;3,2;3,12;20,09;9,95;7;2;13;21;1;21;157,04;32,09;0;
LA ROSA ;2764;110;432;108;105;642;9,52;11,54;23,92;29,12;27,04;34,97;45,76;00:25:01;0,98;1,05;3,91;3,8;23,21;15,61;3;3;21;24;1;24;278,72;36,36;0;
LELLA ;3016;121;446;134;139;771;10,67;14,23;38,48;36,4;49,92;29,01;64,48;00:25:01;1,66;1,21;4,45;4,62;25,55;14,79;10;1;34;43;2;43;286;40,63;0;
MANCA;3212;128;382;106;95;784;10,86;9,44;38,48;20,8;19,76;26,57;39,52;00:25:01;0,62;0,65;3,3;2,95;24,42;11,88;3;1;19;17;1;17;256,88;37,42;0;
MASTINO;2774;111;499;140;153;688;10,06;17,39;126,88;39,52;66,56;36,75;130;00:25:01;2,4;1,42;5,06;5,51;24,82;18;14;4;33;39;3;39;219,44;39,74;0;
OGUNSEYE;2616;105;253;88;81;462;8,88;9,49;12,48;26;22,88;35,48;37,44;00:24:59;0,87;0,99;3,38;3,1;17,65;9,66;3;1;12;14;0;14;142,48;29,32;0;
PARIGI;3052;122;682;162;174;915;11,06;17,26;137,28;44,72;65,52;32,77;131,04;00:25:01;2,15;1,47;5,32;5,69;29,98;22,35;14;7;33;38;4;38;385,84;45,78;0;
PENNINGTON;3256;130;319;102;123;754;11,19;11,25;50,96;27,04;42,64;23,58;39,52;00:25:01;1,31;0,83;3,13;3,77;23,16;9,81;8;4;21;43;2;43;210,08;35,71;0;
PISANO;2825;113;623;118;116;755;9,86;12,98;232,96;33,28;33,28;38,83;95,68;00:25:01;1,18;1,18;4,16;4,12;26,73;22,05;7;3;27;26;5;26;248,56;39,86;0;
PITZALIS;190;77;0;0;0;0;6,06;1,83;0;0;0;0;0;00:02:28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
VALLOCCHIA;2999;120;621;128;140;841;10,52;13,59;68,64;26;47,84;31,24;66,56;00:25:01;1,6;0,87;4,26;4,68;28,05;20,7;12;2;28;44;3;44;370,24;41,77;0;
VERDE;2687;108;333;119;115;624;9,47;13,93;81,12;28,08;42,64;38,82;71,76;00:24:59;1,59;1,04;4,41;4,3;23,22;12,38;8;3;27;25;3;25;183,04;36,62;0;
ZUGARO;3192;128;707;152;159;979;11,46;16,2;115,44;41,6;64,48;31,7;107,12;00:25:01;2,02;1,3;4,76;4,99;30,66;22,16;15;1;32;40;3;40;298,48;45,35;0;
