;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);
Team Average;1944;119;1100;47;26;1001;10,12;9,57;0;14,54;5,32;0;14,04;00:16:17;0,27;0,75;2,42;1,35;51,48;56,57;1;1;13;6;0;6;1042,33;62,72;0;
PIREDDA;1944;119;1100;47;26;1001;10,12;9,57;0;14,54;5,32;0;14,04;00:16:17;0,27;0,75;2,42;1,35;51,48;56,57;1;1;13;6;0;6;1042,33;62,72;0;
