;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);
Team Average;8535;92;707;432;354;1682;8,4;18,45;77,51;148,6;114,18;0;137,75;01:33:10;1,33;1,74;5,06;4,14;19,67;8,27;32,2;28,4;112,6;122,8;2,6;122,8;462,51;33,04;0;
IOTTI;8323;89;580;405;301;1470;8,07;16,75;50,08;131,88;92,17;0;101,96;01:33:10;1,11;1,58;4,87;3,62;17,66;6,97;23;19;97;90;1;90;381,66;29,95;0;
LA ROSA ;8139;87;562;386;279;1413;7,93;17,35;79,25;137,9;76,04;0;117,37;01:33:10;0,93;1,69;4,74;3,43;17,36;6,91;23;23;87;95;4;95;372,86;29,78;0;
MURONI;8873;95;564;460;353;1754;8,71;18,21;66,78;153,07;101,97;0;120,42;01:33:10;1,15;1,73;5,18;3,98;19,76;6,35;27;37;140;128;2;128;373,24;33,77;0;
PITZALIS;8751;94;873;455;399;1863;8,65;19,02;122,27;155,43;131,16;0;168,09;01:33:10;1,5;1,78;5,19;4,56;21,29;9,98;34;25;116;130;4;130;520,86;34,8;0;
VALLOCCHIA;8589;92;958;455;438;1913;8,63;20,94;69,16;164,71;169,57;0;180,93;01:33:10;1,97;1,92;5,3;5,1;22,27;11,15;54;38;123;171;2;171;663,93;36,89;0;
