;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);
Team Average;2256;92;215;152;137;520;8,78;23,28;10,31;54,62;45,56;0;46,53;00:24:35;1,97;2,39;6,69;5,97;22,57;9,28;14,53;10,65;47,59;53,35;0,35;53,35;157,84;38,1;0;
BELLODI ;2367;97;92;140;125;448;9,05;20;0;50,86;35,61;0;25,18;00:24:18;1,5;2,15;5,92;5,26;18,93;3,88;10;8;47;34;0;34;77,69;32,37;0;
BIANCU;2239;83;178;151;149;460;7,99;23,82;0;51,6;52,14;0;37,2;00:26:51;2,33;2,3;6,75;6,66;20,56;7,96;17;9;34;56;0;56;163,51;34,9;0;
CALIGARA;2239;92;198;161;150;544;9,01;26,33;0,67;59,56;57,07;0;49,94;00:24:18;2,55;2,66;7,21;6,71;24,27;8,83;22;15;52;56;0;56;156,54;41,11;0;
CETER;1999;81;141;155;129;384;7,78;24,5;0;57,33;41,95;0;40,93;00:24:46;2,1;2,87;7,75;6,45;19,22;7,06;14;11;58;44;0;44;119,65;35,25;0;
COTALI;2394;100;395;159;145;683;9,58;24,2;41,34;55,06;50,02;0;69,93;00:24:01;2,09;2,3;6,64;6,07;28,55;16,5;17;10;48;59;1;59;250,98;44,89;0;
CUSUMANO;2454;101;200;161;155;621;9,69;24,04;5,42;55,52;57,84;0;37,5;00:24:18;2,36;2,26;6,56;6,3;25,32;8,16;15;8;48;68;0;68;172,53;41,25;0;
DALLA BERNARDINA ;2158;90;133;168;135;468;8,65;24,42;2,02;63,92;40,32;0;36,94;00:24:01;1,87;2,96;7,77;6,24;21,7;6,18;12;11;51;55;0;55;92,99;37,99;0;
IOTTI;2378;93;93;150;115;431;8,71;20,61;0;52,68;34,4;0;22,72;00:25:29;1,45;2,22;6,29;4,85;18,13;3,91;10;10;52;41;0;41;90,73;32,41;0;
MAFFEI;1221;49;36;46;23;131;4,25;11,4;0;12,69;2,7;0;8,82;00:24:46;0,22;1,04;3,77;1,92;10,69;2,91;0;5;22;10;0;10;26,16;20,46;0;
MURONI;2515;103;185;187;162;613;10,02;25,91;0;68,08;59,72;0;43,49;00:24:28;2,37;2,71;7,41;6,45;24,39;7,36;21;15;66;74;0;74;171,43;42,04;0;
OGUNSEYE;2346;97;265;188;164;553;9,5;27,06;19,35;65,38;64,54;0;67,05;00:24:18;2,75;2,79;8,02;6,97;23,56;11,3;22;9;54;64;1;64;204,78;40,11;0;
PENNINGTON;2782;114;331;161;163;732;10,85;23,24;35,47;62,09;52,73;0;69,43;00:24:28;1,9;2,23;5,78;5,86;26,29;11,9;19;11;54;55;2;55;211,98;42,53;0;
PERALTA;2499;101;284;153;140;632;9,6;22,98;3,36;57,31;42,76;0;51,25;00:24:46;1,71;2,29;6,11;5,6;25,3;11,37;10;15;37;57;0;57;234,39;41,65;0;
PINNA S.;2240;94;281;155;136;567;9,02;24,11;1,36;53,31;41,38;0;54,3;00:23:50;1,85;2,38;6,93;6,08;25,33;12,56;8;9;41;53;0;53;185,93;42,37;0;
PISANO;2124;87;225;153;141;439;8,37;23,68;35,53;56,62;43,83;0;67,97;00:24:18;2,06;2,67;7,22;6,63;20,66;10,58;17;14;53;62;1;62;116,93;35,97;0;
PITZALIS;2319;95;361;153;144;602;9,07;23,63;30,7;51,75;43,22;0;57,32;00:24:28;1,86;2,23;6,61;6,22;25,98;15,57;17;6;43;48;1;48;215,43;41,34;0;
RAGATZU;2078;85;254;147;152;530;8,29;26,16;0;54,81;54,22;0;50,98;00:24:28;2,61;2,64;7,09;7,32;25,52;12,24;16;15;49;71;0;71;191,6;41,97;0;
