;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);
Team Average;4067;44;383;230;191;696;4,02;18,96;14,01;85,32;63,8;0;74,58;01:33:25;1,5;2,04;5,56;4,59;16,67;9,2;21,33;23,11;82,06;81,78;0,22;81,78;262,36;29,26;0;
BELLODI ;4270;51;214;281;230;719;4,82;20,98;0;112,71;75,75;0;54,87;01:23:00;1,77;2,64;6,57;5,4;16,84;5,02;30;34;100;129;0;129;212,73;31,04;0;
BIANCU;3740;42;365;198;173;579;3,82;18,79;22,18;69,9;62,65;0;77,22;01:30:02;1,68;1,87;5,29;4,64;15,48;9,75;18;12;55;72;0;72;212,5;27,08;0;
CALIGARA;3702;39;237;195;168;525;3,57;17,76;0;60,08;45,66;0;32,89;01:34:35;1,23;1,62;5,28;4,54;14,18;6,42;9;8;76;65;0;65;194,24;25,16;0;
CETER;3417;37;262;171;122;461;3,33;15,83;6,85;57,92;29,69;0;49,38;01:31:56;0,87;1,69;5;3,56;13,5;7,65;6;14;63;34;0;34;194,01;24,6;0;
COTALI;4426;53;627;274;235;1040;5,06;22,41;0;115,46;89,89;0;94,2;01:22:48;2,03;2,61;6,19;5,31;23,5;14,16;38;37;97;109;0;109;462,76;39,26;0;
CUSUMANO;3967;47;320;298;256;805;4,58;25,46;10,28;108,84;97,04;0;81,51;01:24:09;2,45;2,74;7,51;6,46;20,28;8,07;38;24;120;123;0;123;222,44;36,13;0;
DALLA BERNARDINA ;3796;46;251;242;196;709;4,31;21,41;2,7;92,36;71,85;0;48,7;01:22:48;1,89;2,43;6,36;5,17;18,67;6,61;33;32;89;105;0;105;184,36;33,3;0;
GEMMI;5632;45;573;328;297;1182;4,23;21,05;30,3;124,5;105,03;0;79,16;02:04:45;1,86;2,21;5,82;5,27;20,98;10,17;39;41;131;138;1;138;369,56;34,55;0;
IOTTI;2785;34;153;95;50;309;2,87;10,43;0;29,57;8,9;0;25,47;01:22:48;0,32;1,06;3,41;1,81;11,11;5,51;1;7;41;16;0;16;133,02;20,13;0;
MAFFEI;3709;39;307;227;192;559;3,59;20,28;18,95;77,27;66,79;0;78,26;01:36:16;1,8;2,08;6,12;5,18;15,07;8,27;20;17;77;86;0;86;205,48;27,91;0;
OGUNSEYE;3978;42;355;199;174;550;3,84;17,96;8,16;66,46;47,73;0;67,56;01:34:35;1,2;1,67;5,01;4,37;13,81;8,93;15;14;54;57;0;57;243,09;25,05;0;
PENNINGTON;3995;43;409;181;155;621;3,86;16,35;22,48;61,66;41,83;0;68,02;01:33:14;1,05;1,54;4,54;3,87;15,54;10,24;10;14;70;50;1;50;247,33;26,84;0;
PERALTA;3764;40;226;135;107;415;3,54;13,04;6,13;40,26;21,27;0;30,54;01:32:57;0,57;1,07;3,58;2,85;11,01;5,99;3;11;40;29;0;29;163,19;19,48;0;
PINNA S.;4533;55;673;304;278;1044;5,25;23,77;2,75;135,77;103,58;0;134,11;01:22:43;2,28;2,99;6,72;6,13;23,02;14,83;44;46;118;131;0;131;479,66;39,26;0;
PITZALIS;4552;55;641;321;271;1042;5,32;24,69;3,38;134,03;113,83;0;140,84;01:22:33;2,5;2,94;7,05;5,95;22,89;14,09;41;45;116;111;0;111;481,44;39,39;0;
RAGATZU;3462;37;285;185;131;450;3,32;15,69;8,21;55,65;24,83;0;49,14;01:33:15;0,72;1,61;5,34;3,79;13,01;8,24;3;14;50;43;0;43;197,63;23,34;0;
SENESI;6079;45;625;313;251;979;4,13;17,84;63,58;115,76;93,59;0;128,81;02:14:22;1,54;1,9;5,15;4,13;16,11;10,28;23;25;100;109;2;109;348,69;27,65;0;
VALLOCCHIA;3389;36;376;195;158;547;3,29;19,07;46,31;77,6;48,5;0;101,82;01:34:47;1,43;2,29;5,75;4,67;16,13;11,1;13;21;80;65;0;65;170,37;29,06;0;
