;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);
Team Average;874;109;317;70;66;301;10,75;27,52;114,47;31,62;27,16;41,69;72,08;00:08:01;3,1;3,6;8,01;7,55;34,42;36,19;10,67;10,6;22,27;25,2;4,27;25,2;82,66;50,95;0;
BIANCU;916;114;299;72;68;281;10,93;23,68;114,56;24,73;20,73;36,16;82,5;00:08:01;2,26;2,7;7,81;7,37;30,73;32,67;4;6;18;21;4;21;76,9;46,99;0;
COCCO;821;102;281;71;62;274;10,31;30,18;61,68;34,62;30,19;43,56;64,76;00:08:01;3,68;4,22;8,61;7,6;33,37;34,2;10;9;25;26;1;26;80,95;50,59;0;
DALLA BERNARDINA ;899;112;322;66;69;326;11,12;28,13;122,23;29,53;39,31;41,23;63,93;00:08:01;4,37;3,28;7,38;7,64;36,23;35,79;16;12;23;25;6;25;70,55;51,77;0;
DEMARCUS ;892;111;365;79;69;321;10,96;27,37;145,44;34,61;24,58;41,65;81,38;00:08:01;2,76;3,88;8,81;7,71;35,98;40,94;10;9;25;27;5;27;99,48;52,45;0;
GOZZI;760;95;240;43;58;260;9,13;24,5;39,01;20,01;21,9;45,8;30,2;00:08:01;2,88;2,63;5,63;7,59;34,25;31,53;10;8;15;19;1;19;92,01;48,21;0;
LA ROSA ;922;115;329;49;43;299;10,62;19,42;53,41;20,66;13,49;39,44;29,36;00:08:01;1,46;2,24;5,26;4,62;32,43;35,68;7;10;21;20;2;20;107,24;46,94;0;
MANCA;879;110;306;61;61;294;10,56;24,57;104,57;29,71;23,35;40,81;56,56;00:08:01;2,66;3,38;6,89;6,98;33,52;34,86;10;7;15;27;5;27;77,46;48,81;0;
MASTINO;792;99;255;61;51;262;9,5;24,31;42,17;23,85;24,55;44,74;33,46;00:08:01;3,1;3,01;7,69;6,39;33,05;32,22;12;8;22;21;1;21;82,51;48,12;0;
MURONI;779;97;271;62;60;259;9,55;26,98;50;24,27;23,88;48,42;48,63;00:08:01;3,06;3,11;7,96;7,75;33,23;34,73;8;12;24;23;2;23;90,47;50,18;0;
OGUNSEYE;994;124;377;89;81;367;12,43;29,61;217,82;42,35;36,29;35,93;118,59;00:08:01;3,65;4,26;8,92;8,2;36,9;37,97;11;16;22;28;8;28;71,51;54;0;
PARIGI;923;114;350;78;74;320;11,21;27,51;152,36;37,26;28,48;40,45;86,4;00:08:07;3,09;4,04;8,45;7,99;34,73;37,9;7;11;23;25;6;25;81,81;51,41;0;
PISANO;781;97;288;71;53;265;9,78;29,76;80,72;31,38;25,74;46,55;66,98;00:08:01;3,3;4,02;9,07;6,79;33,92;36,86;14;10;22;23;3;23;74,92;51,52;0;
PITZALIS;1021;127;408;95;84;377;13,03;32,23;231,87;46,23;37,7;36,53;124,23;00:08:01;3,69;4,53;9,26;8,2;36,96;39,96;14;16;30;29;8;29;70,8;54,93;0;
RIZZO;895;112;355;84;92;320;11,64;34,75;188,16;39,63;34,31;38,99;117,2;00:08:01;3,83;4,43;9,44;10,24;35,75;39,65;15;12;22;36;8;36;73,47;54,94;0;
VERDE;838;104;317;75;68;296;10,5;29,86;113,11;35,49;22,88;45,05;77;00:08:01;2,73;4,24;8,95;8,13;35,32;37,86;12;13;27;28;4;28;89,76;53,34;0;
