;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);
Team Average;1317;66;159;83;81;334;6,35;23,96;4,17;30,82;30,02;0;24,98;00:19:55;2,26;2,35;6,34;6,13;25,2;12,07;9,89;7,47;28,58;33,89;0,47;33,89;124,49;40,9;0;
BIANCU;1346;67;102;89;78;301;6,38;22,28;0;30,46;22,17;0;16,23;00:19:57;1,65;2,26;6,6;5,77;22,36;7,61;8;6;30;27;0;27;91,59;37,63;0;
COTALI;1656;83;181;104;104;454;8,01;24,73;37,64;32,93;41,8;0;39,37;00:19:57;2,52;1,99;6,3;6,25;27,42;10,96;14;5;32;43;3;43;110,09;43,21;0;
DAMETTO;1178;59;50;73;69;243;5,66;23,84;0;27,7;26,69;0;11,57;00:19:57;2,26;2,35;6,16;5,83;20,62;4,22;11;5;34;34;0;34;46,92;35,7;0;
FEOLA;1661;83;191;100;111;458;8,06;25,09;2,71;36,67;44,06;0;32,48;00:19:57;2,65;2,21;6,04;6,71;27,57;11,51;15;5;27;48;0;48;147,33;43,01;0;
GERONI;1250;63;142;81;74;295;6,02;24,07;0,67;30,22;27,92;0;23,03;00:19:57;2,23;2,42;6,44;5,93;23,61;11,37;10;11;28;33;0;33;123,6;39,64;0;
IOTTI;1521;76;293;106;109;446;7,47;26,63;4,09;36,38;45,63;0;48,21;00:19:57;3;2,39;6,99;7,16;29,35;19,28;13;8;25;35;1;35;202,26;45,52;0;
LEVERBE;1384;69;189;84;77;355;6,58;22,64;8,31;32,35;28,47;0;22,83;00:19:57;2,06;2,34;6,07;5,57;25,69;13,66;6;7;31;35;1;35;155,66;40,58;0;
MANCA NICOLA;1210;60;176;68;73;307;5,69;22,44;0;24,54;27,66;0;18,5;00:20:08;2,29;2,03;5,64;6,07;25,35;14,53;9;5;19;30;0;30;137,69;39,7;0;
MURGIA;1382;69;158;85;93;370;6,66;24,31;0;32,11;31,73;0;18,62;00:19:57;2,3;2,32;6,13;6,73;26,75;11,46;11;8;26;43;0;43;136,86;42,6;0;
MURONI;1226;61;132;79;70;296;5,9;24,02;0;29,74;26,02;0;23,49;00:19:57;2,12;2,43;6,46;5,7;24,17;10,8;9;10;38;29;0;29;112,34;40,93;0;
OLIVEIRA;1146;57;143;82;89;342;5,67;27,58;0;30,18;33,93;0;25,2;00:19:57;2,96;2,63;7,18;7,77;29,8;12,45;15;4;25;49;0;49;119,65;46,61;0;
PENNINGTON;1408;70;141;71;70;327;6,54;20,96;0;29,66;22,49;0;15,61;00:20:08;1,6;2,11;5,07;4,95;23,26;10;5;12;29;27;0;27;115,56;38,07;0;
PINNA S.;1147;58;210;73;68;316;5,55;24,19;9,84;26,89;27,82;0;35,61;00:19:52;2,42;2,34;6,32;5,95;27,58;18,3;9;9;24;32;1;32;118,03;43,39;0;
RAGATZU;1169;58;154;79;72;269;5,55;23,56;0;28,59;24,22;0;28,46;00:20:08;2,07;2,45;6,74;6,14;23,05;13,19;7;7;24;30;0;30;119,36;38,64;0;
SENESI;1062;53;64;57;42;175;4,8;17,64;0;21,91;11,73;0;10,96;00:20:08;1,1;2,06;5,33;3,99;16,49;6,01;2;3;27;14;0;14;62,73;29,54;0;
SILENZI;1456;80;95;87;90;339;7,71;24,99;0;34,73;36,71;0;17,08;00:18:15;2,52;2,39;5,95;6,22;23,32;6,55;13;6;23;38;0;38;87,83;38,72;0;
SONG ;1374;69;232;90;93;388;6,71;25,87;15,28;33,96;33,79;0;33,43;00:19:57;2,46;2,47;6,53;6,8;28,26;16,92;13;8;35;36;3;36;158,55;45,02;0;
VALLOCCHIA;1168;58;168;99;87;320;5,79;29,07;0,68;38,86;33,97;0;34,67;00:20:08;2,91;3,33;8,52;7,44;27,42;14,35;10;14;41;36;0;36;136,15;46,37;0;
VISPO;1276;63;205;76;70;342;5,95;21,31;0;27,61;23,6;0;19,27;00:20:08;1,85;2,16;5,94;5,48;26,8;16,1;8;9;25;25;0;25;183,04;42,29;0;
