;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);
Team Average;946;61;7;105;92;173;6,27;32,08;0;40,37;31,53;0;11,03;00:15:31;3,2;4,23;10,92;9,39;17,24;0,72;11,6;11;47,8;54;0;54;6,8;33,4;0;
CUSUMANO;1105;71;6;126;112;238;7,34;33,24;0;43,72;33,89;0;11,03;00:15:31;3,07;3,96;11,4;10,16;21,54;0,5;13;10;58;62;0;62;5,56;39,8;0;
DALLA BERNARDINA ;1047;67;9;114;107;186;7,06;35,25;0;45,96;38,58;0;12,5;00:15:31;3,69;4,39;10,91;10,18;17,79;0,88;19;9;40;63;0;63;9,24;35,13;0;
OGUNSEYE;583;38;0;54;36;37;3,54;21,74;0;21,06;9,38;0;0,95;00:15:31;1,61;3,61;9,34;6,11;6,33;0;1;5;26;22;0;22;0;15,63;0;
PITZALIS;979;63;12;124;112;221;6,79;39,19;0;53,26;43,39;0;19,09;00:15:31;4,43;5,44;12,71;11,43;22,53;1,27;11;19;59;71;0;71;12,39;42,17;0;
RAGATZU;1016;65;10;104;92;183;6,63;30,98;0;37,87;32,42;0;11,56;00:15:31;3,19;3,73;10,25;9,09;18,01;0,95;14;12;56;52;0;52;6,81;34,28;0;
