;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);
Team Average;1363;57;87;80;74;275;5,08;15,82;10,39;27,24;26,83;67,08;42,82;00:24:06;1,9;1,97;5,79;5,32;19,89;6,24;7,6;9,8;27,4;23,2;0,2;23,2;164,57;34,92;25,07;
ARBOLEDA;1647;68;141;116;120;414;6,43;21,71;43,62;39,87;52,61;59,99;79,23;00:24:06;3,19;2,42;7,04;7,28;25,16;8,59;12;17;41;33;1;33;223,29;42,38;30,5;
BOCCIA;1256;52;92;69;62;250;4,61;14,26;0,97;26,3;17,03;68,71;30,44;00:24:06;1,36;2,09;5,48;4,97;19,92;7,33;8;9;25;21;0;21;154,56;34,89;24,11;
EMERSON;1245;52;30;51;52;187;4,48;12,17;0;14,38;20,71;70,94;12,47;00:24:06;1,66;1,15;4,1;4,17;15;2,44;8;7;18;21;0;21;95,84;26,85;21,84;
PISANO;1367;57;70;84;73;280;5,11;16,6;0;26,5;27,55;67,31;41,13;00:24:06;2,02;1,94;6,18;5,33;20,48;5,13;7;6;28;21;0;21;164,03;36,25;23,82;
TRAVAGLINI;1303;54;101;80;64;246;4,78;14,35;7,37;29,14;16,26;68,45;50,83;00:24:06;1,25;2,24;6,16;4,88;18,88;7,72;3;10;25;20;0;20;185,12;34,23;25,1;
