;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);
Team Average;2461;98;375;147;152;728;9,4;24;22,03;50,55;51,28;45,34;51,3;00:25:06;2,09;2,06;6,01;6,2;29,49;15,2;16,73;11,36;44,91;57,64;0,64;57,64;261,04;45,77;0;
BIANCU;2407;95;288;131;138;609;8,97;22,15;12,01;42,68;46,23;45,38;38,33;00:25:22;1,92;1,77;5,43;5,74;25,28;11,96;13;3;32;50;0;50;203,86;40,58;0;
DALLA BERNARDINA ;2452;97;371;149;156;769;9,32;24,64;4,04;50,04;52,65;45,99;38,82;00:25:22;2,15;2,04;6,09;6,35;31,34;15,12;15;13;50;57;0;57;257,61;47,38;0;
DEMARCUS ;2385;98;381;186;175;729;9,85;29,92;35,53;81,32;72,29;44,98;77,28;00:24:21;3,03;3,41;7,81;7,33;30,58;15,95;24;24;63;65;1;65;250,48;49,15;0;
GOZZI;2278;90;475;129;147;745;8,54;22,9;42,19;37,93;45,61;52,24;60,96;00:25:22;2;1,66;5,66;6,46;32,71;20,86;14;9;34;59;2;59;264,12;48,12;0;
MANCA;2658;105;442;145;153;849;9,89;22,06;6,88;44,3;42,44;42,67;51,13;00:25:22;1,6;1,67;5,45;5,76;31,94;16,64;15;9;40;56;0;56;340,24;48,44;0;
MASTINO;2337;96;290;167;159;687;9,36;26,23;18,71;65,24;52,53;46,24;50,75;00:24:24;2,25;2,79;7,15;6,8;29,41;12,4;19;20;61;75;1;75;204,27;46,57;0;
OGUNSEYE;2295;90;274;136;133;594;8,61;23,05;0;47,73;40,28;49,79;35,16;00:25:22;1,76;2,08;5,91;5,79;25,9;11,93;16;7;40;51;0;51;225,64;41,82;0;
PARIGI;2625;107;420;156;157;776;10,23;23,35;39,36;47,14;50,85;40,28;53,58;00:24:29;1,94;1,8;5,92;5,96;29,58;15,98;19;13;38;63;0;63;302,06;45,76;0;
PENNINGTON;2667;105;357;138;154;761;9,99;22,85;0,67;45,53;51,39;41,24;49,19;00:25:22;1,93;1,71;5,17;5,77;28,54;13,4;13;3;39;51;0;51;273,32;44,88;0;
PITZALIS;2192;86;343;143;141;577;8,28;23,85;49,65;46,84;49,17;49,59;65,3;00:25:22;2,24;2,14;6,53;6,44;26,33;15,64;14;15;47;47;2;47;200,28;42,22;0;
ZUGARO;2780;110;480;142;163;913;10,45;23,29;33,26;47,31;60,67;40,22;43,83;00:25:22;2,18;1,7;5,12;5,87;32,83;17,27;22;9;50;60;1;60;349,58;48,75;0;
