;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);
Team Average;2999;107;533;162;144;848;9,91;20,12;56,69;54,44;45,93;0;77,59;00:28:07;1,52;1,82;5,41;4,8;28,08;17,62;13,87;11,93;43,53;47,67;1,53;47,67;332,24;43,19;0;
BIANCU;2926;104;444;152;131;773;9,59;19,05;18,94;44,45;40,18;0;47,55;00:28:07;1,37;1,52;5,18;4,49;26,41;15,17;14;5;34;46;1;46;329,69;41,24;0;
CALIGARA;3059;109;621;185;174;950;10,32;22,61;66,09;53,92;62,03;0;105,77;00:28:07;2,03;1,76;6,04;5,68;31,07;20,31;20;12;41;53;2;53;366,33;47,42;0;
CETER;2962;105;587;182;134;782;9,82;20,47;81,91;61,94;45,67;0;107,51;00:28:07;1,54;2,09;6,13;4,53;26,4;19,82;15;18;56;41;2;41;325,19;42,11;0;
CUSUMANO;2848;101;340;173;134;679;9,42;20,2;34,64;54,8;36,29;0;55,77;00:28:07;1,27;1,92;6,06;4,69;23,84;11,95;10;10;38;40;1;40;226,17;38,41;0;
GEMMI;3346;119;706;158;148;1096;10,97;19,09;68,57;59,54;53,74;0;68,6;00:28:07;1,61;1,78;4,72;4,41;32,75;21,11;15;18;52;50;1;50;500,35;47,65;0;
IOTTI;2689;96;405;140;123;675;8,79;18,82;46,65;45,57;36,18;0;56,15;00:28:07;1,35;1,69;5,2;4,59;25,1;15,06;10;6;29;38;1;38;272,12;39,36;0;
MURONI;3253;116;528;178;145;945;10,75;20,03;28,14;64,64;44,88;0;81,99;00:28:07;1,38;1,99;5,48;4,45;29,04;16,22;14;12;51;52;1;52;383,63;45,03;0;
OGUNSEYE;2702;96;493;154;137;728;8,96;20,48;64,93;58,29;33,07;0;78,63;00:28:07;1,22;2,16;5,68;5,08;26,95;18,26;11;13;43;36;3;36;249,59;41,73;0;
PENNINGTON;3151;112;467;137;142;828;10,32;18,98;42,96;45,59;51,07;0;61,99;00:28:07;1,62;1,45;4,33;4,51;26,27;14,81;14;10;37;51;1;51;290,47;40,52;0;
PERALTA;3447;123;700;167;155;1147;11,36;19,78;46,82;54,38;54,05;0;73,99;00:28:07;1,57;1,58;4,85;4,51;33,29;20,3;16;12;41;56;2;56;494,83;48,9;0;
PINNA S.;2838;101;617;148;146;857;9,33;19,48;140,62;44,17;38,33;0;88;00:28:07;1,35;1,56;5,2;5,13;30,21;21,73;8;9;44;50;4;50;302,95;44,81;0;
PISANO;2666;95;270;128;114;551;8,62;17,52;16,5;44,3;28,27;0;49,26;00:28:07;1,06;1,66;4,8;4,28;20,67;10,14;8;11;40;41;0;41;182,34;34,19;0;
PITZALIS;3117;111;607;176;162;913;10,44;21,72;104,25;57,83;57,71;0;112,5;00:28:07;1,85;1,85;5,65;5,21;29,3;19,49;18;11;47;44;2;44;291,04;44,59;0;
RAGATZU;2896;103;462;171;146;772;9,66;21,23;10,14;60,93;43,18;0;69,15;00:28:07;1,49;2,1;5,91;5,06;26,66;15,95;13;17;41;54;0;54;286,5;42,32;0;
VALLOCCHIA;3080;110;741;181;167;1025;10,37;22,33;79,2;66,2;64,24;0;107,03;00:28:07;2,09;2,15;5,88;5,41;33,29;24,07;22;15;59;63;2;63;482,36;49,49;0;
