;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);
Team Average;3621;61;166;273;200;649;5,84;22,67;9,3;107,26;63,82;0;55,23;00:58:55;1,76;2,96;7,55;5,54;17,92;4,58;20,8;31,2;120,4;87,8;0;87,8;119,01;33,35;0;
CUSUMANO;3388;58;110;229;162;517;5,32;19,25;4,71;78,08;37,26;0;40,23;00:58:46;1,1;2,3;6,77;4,77;15,25;3,24;6;18;89;69;0;69;85,59;28,71;0;
PENNINGTON;3736;64;187;225;178;656;5,93;20,34;4,75;90,24;55,5;0;43,11;00:58:42;1,49;2,42;6,03;4,78;17,55;5,02;20;30;107;83;0;83;134,61;32,13;0;
PIREDDA;3781;65;150;295;207;667;6,18;23,57;0;126,18;73,61;0;47,89;00:58:28;1,95;3,34;7,81;5,48;17,64;3,98;23;42;132;96;0;96;114,37;33,36;0;
PISANO;3646;61;146;296;209;656;5,86;23,47;17,65;121,81;69,82;0;61,82;00:59:28;1,91;3,34;8,12;5,72;17,99;4;28;34;148;92;0;92;94,79;33,97;0;
PITZALIS;3557;60;237;321;246;752;5,89;26,67;19,4;120,02;82,9;0;83,08;00:59:11;2,33;3,37;9,02;6,93;21,14;6,67;27;32;126;99;0;99;165,7;38,56;0;
