;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);
Team Average;3054;47;266;227;196;671;4,56;25,52;2,82;94,19;72,12;0;63,01;01:05:02;2,35;3,08;7,4;6,39;21,81;8,59;30;25,71;91,57;102,71;0;102,71;222,47;38,48;0;
COTALI;3110;48;332;240;194;737;4,63;25,06;4,74;95,29;71,51;0;68,87;01:05:02;2,3;3,06;7,71;6,24;23,7;10,68;33;29;100;98;0;98;280,93;40,46;0;
CUSUMANO;2749;42;229;185;168;557;4,09;25,04;0;79,36;66,64;0;53,84;01:05:02;2,42;2,89;6,74;6,1;20,27;8,33;30;21;79;92;0;92;173,83;36,42;0;
DALLA BERNARDINA ;3283;50;265;257;208;705;4,89;25,28;0;97,02;78,05;0;59,79;01:05:02;2,38;2,96;7,83;6,34;21,47;8,08;27;25;92;100;0;100;247,81;37,96;0;
IOTTI;2440;38;133;166;140;446;3,58;23,24;0;74,18;41,36;0;37,5;01:05:02;1,7;3,04;6,82;5,72;18,26;5,43;19;18;73;73;0;73;88,36;33,92;0;
PINNA S.;3749;58;394;276;252;941;5,65;26,66;4,07;115,21;95,87;0;77,18;01:05:02;2,56;3,07;7,35;6,72;25,09;10,51;38;39;123;139;0;139;349,2;42,36;0;
PISANO;3448;53;273;270;222;707;5,19;26,59;0;116,76;75,71;0;85,99;01:05:02;2,2;3,39;7,82;6,44;20,51;7,93;30;24;89;107;0;107;226,28;38,16;0;
PITZALIS;2600;40;238;196;186;607;3,92;26,73;10,93;81,53;75,67;0;57,9;01:05:02;2,91;3,14;7,55;7,15;23,36;9,17;33;24;85;110;0;110;190,91;40,05;0;
