;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);
Team Average;486;48;59;23;15;68;4,25;14,36;6,5;6,81;2,35;0;8,96;00:10:06;0,48;1,4;4,63;3,02;14,05;12,14;0,35;1,76;6,65;3,76;0,18;3,76;27,49;23,16;0;
BELLODI ;482;48;70;25;20;72;4,31;16,85;2,71;6,61;3,99;0;9,75;00:10:06;0,83;1,37;5,26;4,11;14,88;14,5;0;2;6;8;0;8;30,41;25,41;0;
BIANCU;472;47;64;22;16;69;4,13;14,48;15,46;6,73;4,08;0;12,44;00:10:06;0,87;1,43;4,63;3,41;14,67;13,6;0;3;8;6;1;6;19,93;24,81;0;
CETER;483;48;47;19;10;54;4,15;12,25;0;4,4;1,4;0;2,66;00:10:06;0,29;0,91;3,92;2,08;11,11;9,66;0;1;6;2;0;2;41,53;18,05;0;
CUSUMANO;472;47;41;18;7;57;4,03;11,58;0;4,42;0,28;0;1,51;00:10:06;0,06;0,94;3,92;1,57;12,09;8,74;0;2;6;1;0;1;33,35;18,56;0;
DALLA BERNARDINA ;485;48;90;31;23;84;4,46;19,93;16,43;11,09;6,31;0;22,23;00:10:06;1,3;2,28;6,35;4,64;17,34;18,6;3;3;7;9;0;9;42,79;29,77;0;
GEMMI;499;49;65;23;20;81;4,41;15,54;0;8,19;3,44;0;6,82;00:10:06;0,69;1,64;4,7;3,94;16,16;13,03;1;1;9;5;0;5;21,44;25,45;0;
IOTTI;486;48;43;16;9;62;4,16;11,69;0;4,26;0,79;0;0,98;00:10:06;0,16;0,88;3,38;1,92;12,79;8,94;0;3;8;3;0;3;29,26;19,99;0;
MAFFEI;459;45;59;22;13;63;4,03;14,81;0;8,47;3,74;0;10,59;00:10:06;0,81;1,85;4,84;2,83;13,72;12,83;1;2;7;4;0;4;25,05;23,77;0;
MURONI;514;51;57;24;13;69;4,51;14,45;0,7;7,76;2,01;0;11,85;00:10:06;0,39;1,51;4,67;2,49;13,45;11,18;0;2;5;1;0;1;22,61;23,13;0;
OGUNSEYE;490;48;35;18;10;53;4,14;10,43;0;3,49;0,64;0;0,34;00:10:06;0,13;0,71;3,73;2,05;10,78;7,25;0;0;6;2;0;2;34,94;16,79;0;
PERALTA;490;48;78;25;23;80;4,4;17,21;24,39;7;3,41;0;12,67;00:10:06;0,7;1,43;5,12;4,7;16,39;15,83;0;1;6;7;0;7;29,32;27,49;0;
PINNA S.;478;47;49;20;10;61;4,12;12,71;0;7,66;0,65;0;6,37;00:10:06;0,14;1,6;4,19;2,14;12,67;10,19;0;0;5;2;0;2;24,34;20,81;0;
PISANO;501;50;78;29;21;79;4,52;17,99;33,12;8,71;4,67;0;20,54;00:10:06;0,93;1,74;5,86;4,23;15,78;15,57;1;3;8;6;2;6;26,16;26,76;0;
PITZALIS;516;51;59;25;17;73;4,53;14,67;14,4;6,28;1,05;0;11,38;00:10:06;0,2;1,22;4,81;3,22;14,14;11,37;0;0;6;1;0;1;16,29;23,61;0;
RAGATZU;471;47;56;22;12;67;4,09;13,39;3,38;8,36;1,36;0;10;00:10:06;0,29;1,77;4,71;2,59;14,16;11,81;0;2;9;2;0;2;14,32;23,42;0;
SENESI;521;52;61;25;16;78;4,54;13,89;0;6,93;0,92;0;5,78;00:10:06;0,18;1,33;4,84;3,15;15,03;11,77;0;1;6;1;0;1;30,44;24,13;0;
VALLOCCHIA;439;43;51;16;10;60;3,77;12,22;0;5,44;1,14;0;6,4;00:10:06;0,26;1,24;3,71;2,22;13,65;11,57;0;4;5;4;0;4;25,13;21,86;0;
