;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);
Team Average;3166;47;280;148;120;574;4,23;16,41;7,97;50,94;40,44;0;45,79;01:07:50;1,23;1,56;4,54;3,64;17,37;8,29;11,32;9,63;41,42;39,74;0,79;39,74;207,33;29,4;0;
ARRAS;4145;62;669;287;235;932;5,9;23,45;79,25;105,69;93,07;0;165,98;01:07:09;2,25;2,55;6,92;5,68;22,49;16,14;28;19;78;82;7;82;385,08;38,25;0;
BIANCU;3704;55;390;178;162;710;5,04;17,98;17,77;52,13;51,76;0;59,12;01:07:09;1,4;1,41;4,8;4,37;19,18;10,53;14;10;50;49;2;49;295,67;31,93;0;
COTALI;3027;45;273;153;122;527;4,11;17,91;6,89;57,92;42,5;0;49,64;01:07:09;1,4;1,91;5,05;4,02;17,42;9,01;13;10;50;37;1;37;194,58;30,23;0;
DAMETTO;2993;45;178;120;97;473;3,97;15,01;0;39,4;31,54;0;19,79;01:07:09;1,05;1,32;4;3,23;15,81;5,94;10;9;41;33;0;33;141,76;27,37;0;
FEOLA;4250;63;486;214;179;861;5,8;18,47;6,28;76,14;63,15;0;94,57;01:07:09;1,49;1,79;5,03;4,21;20,26;11,44;21;12;44;52;1;52;352,34;33,92;0;
GERONI;3828;57;289;169;150;780;5,14;16,6;4,8;50,15;40,2;0;31,35;01:07:09;1,05;1,31;4,42;3,92;20,36;7,54;9;7;42;36;1;36;247,21;32,89;0;
IOTTI;2604;38;203;118;99;491;3,46;17,11;0,67;42,51;32,15;0;23,89;01:08:09;1,23;1,63;4,53;3,79;18,86;7,79;6;12;35;38;0;38;162,5;31,81;0;
KOUKO;1437;21;20;37;24;99;1,78;9,09;0;10,79;7,08;0;3;01:08:09;0,49;0,75;2,6;1,67;6,92;1,36;2;1;11;10;0;10;19,5;12,72;0;
MURGIA;2420;36;164;103;84;336;3,16;15,08;0;31,9;31,86;0;15,59;01:08:09;1,32;1,32;4,27;3,46;13,88;6,77;10;5;30;35;0;35;152,85;23,78;0;
MURONI;4302;63;388;198;157;914;5,72;17,08;0;72,22;51,09;0;42,56;01:08:09;1,19;1,68;4,61;3,64;21,25;9,03;12;12;60;53;0;53;328,53;34,7;0;
OGUNSEYE;2998;44;178;132;108;403;3,94;15,73;0;49,57;38,04;0;38,62;01:08:09;1,27;1,65;4,4;3,59;13,44;5,93;6;11;39;39;0;39;133,82;24,28;0;
OLIVEIRA;2679;39;130;116;95;539;3,55;16,51;0;42,76;29,97;0;19,09;01:08:09;1,12;1,6;4,34;3,55;20,12;4,87;9;12;38;33;0;33;102,74;33,15;0;
PENNINGTON;4034;59;292;146;133;760;5,25;14,6;0;43,33;37,43;0;27,85;01:08:09;0,93;1,07;3,62;3,29;18,85;7,24;9;7;33;35;0;35;246,66;30,43;0;
PINNA S.;3535;52;451;190;141;702;4,75;18,36;0,7;68,9;48,8;0;76,81;01:08:09;1,38;1,95;5,38;3,99;19,86;12,75;21;16;56;53;0;53;297,66;33,35;0;
PIREDDA;3797;56;461;196;163;794;5,1;18,38;9,62;67,58;60,42;0;68,29;01:08:09;1,59;1,78;5,16;4,28;20,92;12,14;18;14;37;63;1;63;322,06;34,36;0;
PISANO;2999;44;164;143;108;487;3,98;16,71;0;50,27;38,61;0;28,42;01:08:09;1,29;1,68;4,78;3,61;16,23;5,46;10;9;52;41;0;41;141,16;28,74;0;
RAGATZU;2320;34;81;79;52;199;2,94;11,46;0;24,88;12,83;0;19,08;01:08:09;0,55;1,07;3,41;2,25;8,6;3,49;1;4;19;11;0;11;69,14;16,23;0;
SENESI;2575;38;176;93;60;411;3,31;13,34;14;37,45;15,55;0;22,49;01:08:09;0,6;1,45;3,61;2,35;15,95;6,83;5;6;34;16;1;16;139,65;27,09;0;
VISPO;2505;37;330;134;109;493;3,38;18,85;11,47;44,2;42,39;0;63,8;01:08:09;1,69;1,76;5,35;4,36;19,68;13,17;11;7;38;39;1;39;206,4;33,42;0;
