;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);
Team Average;6544;97;843;286;282;1481;8,57;13,53;104,28;80,83;89,94;43,45;147,64;01:07:08;1,36;1,23;4,36;4,29;22,49;12,77;21,5;14,78;81,67;81,67;2,83;81,67;499,89;36,41;0;
ALTARE ;6813;100;943;359;340;1616;8,89;15,32;159,73;101,43;101,31;41,5;232,82;01:08:25;1,49;1,49;5,28;4,99;23,72;13,83;19;20;111;98;5;98;511,64;39,32;0;
BIANCU;6481;95;736;276;256;1354;8,28;13,06;65,62;69,63;79,24;44,66;124,42;01:08:27;1,22;1,07;4,26;3,95;20,89;11,36;18;11;71;65;2;65;468,86;34,88;0;
CANDELA;6901;101;1182;294;333;1738;8,92;14,34;200,08;86,85;110,47;43,95;200,44;01:08:26;1,6;1,26;4,25;4,82;25,19;17,13;23;12;68;95;7;95;640,03;39,38;0;
COCCO;6415;94;768;271;257;1468;8,15;12,38;44,63;66,79;69,79;45,07;107,09;01:08:27;1,09;1,04;4,23;4;22,89;11,98;19;8;77;65;2;65;511,11;36,69;0;
GOZZI;5786;85;435;200;205;1038;7,24;10,75;36,78;42,89;55,94;49,49;68,61;01:08:27;0,97;0,74;3,46;3,54;17,94;7,52;16;6;54;63;1;63;265,56;29,97;0;
LA ROSA ;6134;90;463;172;141;1021;7,51;8,25;23,78;41,56;26,83;46,18;45,21;01:08:27;0,44;0,68;2,8;2,29;16,64;7,55;6;6;45;33;0;33;295,56;27,16;0;
MANCA;7237;106;884;296;291;1705;9,25;13,06;70,43;81,86;84,93;38,33;130,63;01:08:27;1,17;1,13;4,1;4,02;23,56;12,22;19;20;85;77;2;77;630,6;37,94;0;
MASTINO;6719;98;966;373;361;1653;8,94;17,64;149,38;115,2;138,85;44,53;220,14;01:08:27;2,07;1,71;5,55;5,37;24,61;14,38;37;33;125;134;3;134;560,9;40,41;0;
MICELI;7389;108;929;285;314;1936;9,46;13,27;16,15;90,33;108,36;41,1;98,85;01:08:27;1,47;1,22;3,86;4,25;26,2;12,57;29;13;71;91;0;91;698,04;40,07;0;
OGUNSEYE;6340;93;723;280;266;1254;8,1;12,98;85,98;78,32;82,74;45,54;161,68;01:08:27;1,31;1,24;4,41;4,2;19,78;11,4;17;14;73;69;2;69;434,36;33,21;0;
PARIGI;6644;97;870;304;308;1496;8,61;14,67;121,16;91,54;108,81;42,35;169,89;01:08:27;1,64;1,38;4,58;4,63;22,52;13,1;25;14;79;94;4;94;510,75;37,11;0;
PENNINGTON;7140;104;723;258;246;1507;8,96;11,04;57,92;60,55;64,99;40,94;100,14;01:08:27;0,91;0,85;3,62;3,44;21,1;10,12;15;11;78;74;2;74;443,97;33,92;0;
PISANO;4029;90;549;173;173;855;7,93;13,48;110,11;52,1;58,43;47,55;113,9;00:44:38;1,45;1,29;4,29;4,3;21,23;13,63;13;8;42;47;3;47;295,6;34,59;0;
PITZALIS;6803;99;882;290;298;1501;8,73;13,47;66,73;80,1;94,54;39,42;133,34;01:08:27;1,39;1,18;4,26;4,39;22,07;12,96;17;17;85;87;1;87;522,56;35,7;0;
VALLOCCHIA;6828;100;1336;334;356;1870;8,92;15,57;255,44;88,12;131,74;43,69;208,84;01:08:27;1,93;1,29;4,89;5,22;27,38;19,57;36;14;103;106;8;106;705,99;41,73;0;
VERDE;7040;103;1015;353;337;1667;9,14;14,82;135,82;103,12;112,96;40,23;210,91;01:08:27;1,6;1,46;5,01;4,79;23,68;14,41;32;20;108;92;3;92;589,64;38,92;0;
VERGARA;6036;88;580;281;252;1175;7,76;13,78;86,72;90,33;70,77;47,71;123,53;01:08:27;1,17;1,5;4,65;4,18;19,47;9,61;12;14;85;73;2;73;322,44;33,27;0;
ZUGARO;7052;103;1188;353;340;1803;9,21;15,58;190,55;114,21;118,2;41,24;207;01:08:27;1,68;1,62;5,01;4,83;25,56;16,85;34;25;110;107;4;107;590,35;40,46;0;
