;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);
Team Average;5546;105;391;235;238;1326;9,2;13,39;79,28;63,22;88,25;39,08;132,75;00:52:54;1,58;1,14;4,23;4,29;23,76;6,97;21,89;8,22;60,22;67,67;1,67;67,67;534,7;37,48;27,9;
CHIERICO;9600;114;620;384;364;2301;9,91;12,4;125,37;104,59;142,04;32,78;203,09;01:24:14;1,48;1,09;4;3,79;23,97;6,45;31;11;93;108;2;108;925,42;37,21;30,83;
DEMARCUS ;1425;123;101;87;91;407;11,18;17,62;2,4;31,34;37,1;36,14;50,87;00:11:36;2,6;2,2;6,09;6,35;28,55;7,1;8;3;24;23;0;23;125,7;46,75;26,17;
GIANDONATO;948;89;5;32;32;162;7,61;11,12;0;8,57;12,16;46,5;8,84;00:10:42;1,28;0,9;3,41;3,43;17,13;0,53;2;1;8;14;0;14;44,81;29,38;20,1;
LA ROSA ;2904;91;69;136;130;612;7,95;13,21;0;38,95;36,2;46,64;37,78;00:31:59;1,25;1,34;4,69;4,46;21,09;2,39;9;6;35;29;0;29;231,78;35,34;23,61;
MANCINI;6708;103;696;335;330;1728;9,25;15,59;175,61;91,49;125,96;41,45;242,42;01:04:50;1,88;1,36;5;4,92;25,77;10,37;32;15;88;93;4;93;696,17;40,46;32,88;
OCCHIONI;1208;107;117;79;75;372;9,98;20,56;29,24;22,13;31,9;42,86;54,58;00:11:17;2,64;1,83;6,52;6,25;30,82;9,65;7;3;22;26;0;26;155,91;48,36;27,05;
PALESI;9163;109;734;355;365;2277;9,49;12,93;158,36;81,18;147,76;37,77;189,18;01:24:21;1,61;0,89;3,88;3,98;24,85;8,01;45;9;91;115;4;115;887,69;38,01;29,71;
RAGATZU;10061;109;726;380;429;2437;9,45;12,52;162,05;105,24;149,71;35,55;228,78;01:32:43;1,49;1,05;3,78;4,27;24,22;7,22;37;13;99;116;4;116;1020,04;37,55;30,6;
UDHO;7902;94;453;324;329;1634;8,18;12,94;60,49;85,47;111,46;44,83;179,23;01:24:25;1,41;1,08;4,1;4,16;20,68;5,73;26;13;82;85;1;85;724,79;33,97;30,13;
