;D;Drel;D_SHI;D_AccHI;D_DecHI;D_MPHI;AMP;%ED;D_S6;D_A8;D_A1;%Tempo Recupero;D_MP5;T;%D_A1;%D_A8;%D_AccHI;%D_DecHI;%D_MPHI;%D_SHI;ND_A1;NU_A8;NU_AccHI;ND_DecHI;NU_S6;ND_DecHI;D_S4;%AI;SMax (kmh);
Team Average;1360;90;109;68;66;344;8,11;15,18;20,71;19,76;25,84;49,88;37,67;00:15:02;1,77;1,36;4,79;4,61;24,35;7,36;6,91;3,27;17,45;20,55;0,45;20,55;143,47;38,38;25,87;
BOCCIA;1487;99;203;93;88;414;9,14;19,48;46,97;30,49;31,79;47,01;66,31;00:15:02;2,14;2,05;6,26;5,89;27,84;13,65;10;6;28;31;1;31;178,32;44,44;29,24;
EMERSON;1235;82;28;37;33;181;6,88;8,29;0;8,26;6,96;50,19;2,44;00:15:02;0,56;0,67;3,01;2,64;14,64;2,3;1;3;11;13;0;13;51,9;24,41;21,63;
GIANDONATO;1255;83;37;37;35;198;7,04;9,12;1,82;9,51;10,95;46,53;13,73;00:15:02;0,87;0,76;2,94;2,76;15,81;2,95;3;2;11;10;0;10;74,08;26,28;24,4;
MANCINI;1397;93;121;90;88;430;8,71;21,22;7,11;22,37;41,62;52,39;46,78;00:15:02;2,98;1,6;6,42;6,29;30,8;8,69;12;6;20;28;0;28;230,59;47,3;25,4;
OCCHIONI;1625;108;128;87;79;451;9,69;15,94;19,93;20,88;25,74;42,55;35,18;00:15:02;1,58;1,28;5,38;4,85;27,75;7,86;10;2;22;22;1;22;186,48;43;26,71;
PALESI;1558;104;241;88;99;524;9,59;19,69;63,46;27,6;47,34;47,72;64,9;00:15:02;3,04;1,77;5,62;6,37;33,62;15,48;14;2;21;35;2;35;245,32;49,42;30,27;
PISANO;1456;97;109;62;62;339;8,54;14,08;52,58;19,25;20,56;46,23;36,88;00:15:02;1,41;1,32;4,25;4,27;23,25;7,49;3;2;14;13;1;13;109,9;37,34;29,15;
RAGATZU;1502;100;128;84;76;390;9,12;18,14;0;28,3;34,86;42,48;47,57;00:15:02;2,32;1,88;5,62;5,08;25,94;8,5;9;5;22;25;0;25;166,98;42,3;23,21;
RENAULT ;375;25;1;9;7;58;2,07;7,35;0;1,54;1,69;85,48;2,08;00:15:02;0,45;0,41;2,38;1,84;15,49;0,32;0;0;0;1;0;1;17,99;24,16;19,24;
TRAVAGLINI;1604;107;80;76;65;383;9,38;13,78;11,75;22,69;27,31;39,23;38,57;00:15:02;1,7;1,42;4,75;4,07;23,88;5;4;3;19;17;0;17;131,35;38,32;27,64;
UDHO;1464;97;127;88;97;422;9,03;19,89;24,24;26,52;35,44;48,88;59,88;00:15:02;2,42;1,81;6,03;6,62;28,81;8,71;10;5;24;31;0;31;185,31;45,23;27,73;
